Headline,Body ID,Stance
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,646,unrelated
Chinese advised to choose British-sounding names to get ahead,2220,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,169,unrelated
Isis tells mother on rescue mission :’You’ve just eaten your son’,2349,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',573,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1569,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,1686,unrelated
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,186,unrelated
British aid worker David Haines beheaded by ISIL,2034,unrelated
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,80,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1896,discuss
WHO investigates media reports ISIS fighters contracted Ebola,75,unrelated
'Spiderman' squished: Perth experts debunk spider burrowing claims,1708,unrelated
Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,722,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,205,unrelated
Pentagon: 1 weapons bundle seized by militants,2200,discuss
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2127,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,388,unrelated
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,2421,unrelated
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,251,unrelated
Mystery man slaps shoppers around head for sneezing,344,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1873,unrelated
Has Ebola infected Isis militants in Mosul?,1034,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,844,unrelated
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1046,discuss
Give a homeless man $100 and see what he does with it [Video],1374,unrelated
US Marine survives headshot in Afghanistan,1608,unrelated
Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,2372,unrelated
Large space object slams Nicaragua’s capital as asteroid passes Earth,40,unrelated
Missing Planes,1515,discuss
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',1808,unrelated
6 hidden mass graves may hold missing Mexican students,712,unrelated
Apple Watch launch expected in late March,447,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,2191,discuss
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,17,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1195,unrelated
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,2367,unrelated
Detroit Police Issue Statement That The Batmobile Is Safe,87,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1299,unrelated
Christian Bale to Play Steve Jobs in New Movie,1939,unrelated
Questions raised over Nicaragua 'meteorite',1795,unrelated
Zack Snyder Responds to Fake Stolen Batmobile Report,2055,unrelated
Report: NYPD to stop arresting people for minor marijuana offenses,933,unrelated
Christian Bale Is Steve Jobs,35,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,213,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,267,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,1646,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,324,discuss
The pumpkin spice condom is not happening,119,unrelated
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2302,unrelated
ISIL Beheads American Photojournalist in Iraq,1521,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,347,unrelated
Mexico police find mass grave near site 43 students vanished,2375,unrelated
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,493,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,2197,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,2329,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,367,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,1239,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1547,unrelated
Fake-News: 'McDonald's Will Stop Serving Overweight Customers',2330,unrelated
Libya: Missing Libya Planes Spark Security Concerns,955,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1239,unrelated
Kim Jong-un drinks rare snake wine to boost love life!,832,discuss
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),2230,unrelated
Google said to buy six silicon valley buildings for $585 million,1909,unrelated
ISIS militants trick mother into ‘eating her kidnapped son’,2197,discuss
Isis militants claim to have killed US journalist James Foley,267,unrelated
Vogue's new digs are reportedly swarming with rats,405,unrelated
This resignation letter in a video-game could be the greatest ever,2389,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1079,discuss
Rapper Big Bank Hank of Sugarhill Gang dies at 57,105,unrelated
Islamic State claims it executed American photojournalist James Foley,539,unrelated
Whiz kid stock picker: I didn't actually make $72M trading,1205,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,944,unrelated
Iraqi media: ISIS militants have contracted Ebola,2060,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1883,unrelated
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1686,discuss
Michelle Obama Not Blurred Out on Saudi TV,2251,unrelated
Macaulay Culkin Dead?,1805,discuss
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,225,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,832,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,344,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2463,discuss
Catholic Priest Claims God Is Female After Clinically Dead Experience,858,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",621,unrelated
Christian Bale will not play Steve Jobs,2455,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,1776,discuss
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,1802,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2307,discuss
Mum Offers to Sell Twin Boy to Save Twin Girl,487,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,972,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2356,discuss
Apple Watch delayed for February in limited quantity,2278,unrelated
Hunt for 'cruel' owner who abandoned dog at train station,690,unrelated
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,2055,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1833,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2088,unrelated
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,699,unrelated
'Sex attacker' has penis cut off with a cleaver in India,2175,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,816,unrelated
Mirfield man's tears of joy after lost voicemail of wife retrieved,1294,unrelated
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,1012,discuss
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,371,discuss
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,2528,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,456,unrelated
Texas plumber threatened over jihadis using his old truck,2084,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,1718,unrelated
Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,89,unrelated
US hostage Luke Somers dies after rescue bid,761,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1628,unrelated
Mexican students not among bodies found in mass graves,2360,unrelated
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,1718,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1575,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,205,unrelated
NBC weatherman caught urinating in the woods live on air,2421,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,1603,unrelated
Mass grave found after 40 students disappear in Mexican protest,2375,unrelated
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1934,discuss
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,706,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,639,unrelated
Fence jumper reportedly made it much further into White House than Secret Service said,508,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,2297,unrelated
Taylor Lianne Chandler: Everything you need to know about Michael Phelps’ intersex girlfriend,1806,discuss
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1931,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2495,discuss
Mass grave found after 40 students disappear in Mexican protest,712,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1893,unrelated
Terrorism fears rise amid reports of stolen jetliners,1073,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,1786,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,40,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1857,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1634,unrelated
North Korean leader Kim Jong-un to open restaurant in Scotland,2148,discuss
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,1897,unrelated
See the Crater a Meteorite Made in Nicaragua,586,unrelated
American Predator Drone Circling Islamic State’s Stronghold,1234,unrelated
Two blokes dared to eat 20-year-old burger for charity,737,unrelated
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,1656,discuss
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,2256,unrelated
Doubts cast over Nicaragua meteorite claim,1627,unrelated
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,2125,unrelated
Iraq Denies Lebanon Captured Abu Bakr al-Baghdadi's Wife and Child,170,unrelated
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,2240,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,1457,discuss
Pentagon: ISIS seized materials airdropped to Kurds,104,unrelated
Bird defecates on Vladimir Putin during speech (video),1991,unrelated
Code/Red: Apple Watch Battery Life — “Charge Nightly”,1069,unrelated
Kurds fear Isis use of chemical weapon in Kobani,1939,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,368,unrelated
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1467,unrelated
Nigeria says ceasefire agreed with Boko Haram,381,unrelated
Would-be rapist has penis severed by angry mob,1760,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,346,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,1398,unrelated
eBay is planning an Apple Watch app,952,discuss
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1299,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,992,discuss
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,1802,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,206,unrelated
American Predator Drone Circling Islamic State’s Stronghold,933,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,498,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,81,unrelated
British hostage David Haines beheaded by Islamic State terrorists,68,unrelated
Fence-jumper made it farther in White House than Secret Service let on,186,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1627,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2044,unrelated
